467
4600 -708
-9201 -2722
-9552 8352
-9460 3882
-5425 -1685
-433 -1238
8397 -7664
9897 1418
3851 -4172
-5770 -3184
6925 -5551
-9771 -9342
940 -5480
5147 -440
-8345 -4838
-9208 -9325
1754 -7639
-6854 6398
-3054 -1286
9569 -8812
-2337 -1362
-5485 5075
-9525 1521
-9472 5615
2570 3234
-536 -9095
-1038 9557
524 4161
7469 2549
1923 -9670
4333 -1650
910 -7075
6336 9737
-8722 8337
-2364 2393
-1836 714
9949 1591
-7495 9135
4 3337
-7377 6337
-30 -1336
568 -4392
-2915 9281
8373 -848
-1806 -1348
-6174 -124
-2428 -1604
4640 -3751
8819 -826
2611 -9057
-9711 -8059
-4435 -1581
-2415 -6195
1450 6216
-7391 -8385
-834 1064
6074 6893
300 3509
-427 9695
3161 5589
7968 1172
-3969 -2642
9426 -3732
422 -1490
-1221 774
-6448 910
-4609 -5818
-4236 5495
-8636 -9126
-1745 4902
-9526 -5540
-3179 -3028
-4453 -3878
-211 -8423
195 -4395
-2050 -2406
-9246 6343
-8988 -7519
-6561 1672
-4088 3428
-4033 -238
-5585 -5592
7223 -8092
-3566 1759
-514 -4796
-9042 -5681
-3194 -4055
8700 -1834
7692 1367
-1468 -8213
974 556
-4979 -6553
-3778 8283
-7624 -669
-3052 -1417
7982 2723
4776 -7982
1111 -780
-6144 2182
-1075 9490
-3514 -5676
5969 9677
-2466 1643
-7332 5677
-8009 1068
-2217 2196
-2273 6828
5871 -574
7612 697
1027 8703
-4455 1408
-2815 -492
-5763 238
-8687 -3557
-1150 -7499
-7889 -4872
-1851 -6350
-8546 1192
-9319 5869
-9733 -2535
9793 7713
-4528 8634
-7170 -9028
-1558 -5099
3877 -4823
-9298 -4230
-8619 4364
-1177 6590
-1977 -7763
6595 2179
-7673 -9831
1310 2042
1058 -1818
-513 -2074
2528 -8330
-7742 -4349
-140 -2787
-8714 -4217
-1390 -7258
-2872 -5528
-4159 8434
-6497 -9282
-5135 4867
-8119 938
-7250 -743
8598 -1386
-7339 -1542
2756 -3937
-9722 -9193
9435 9489
2075 -3635
-8614 -2414
-1640 -2167
-3952 3330
-508 -1072
-6160 2433
-8265 -3234
1599 9810
-8108 1837
-2672 1982
1369 -648
-8206 1244
-748 -3392
7432 1647
-2792 -465
-6503 -6736
-2351 -6757
-3159 -7985
6100 -9811
648 9812
9851 -477
-1367 -5526
-2800 -109
-10 9854
-5081 -4303
-7422 7780
2544 2931
3487 -6660
-7475 -9101
-4462 -1517
-3807 -2508
-4989 -1748
5834 -8440
1497 -8160
8529 -7215
8805 1540
3392 -1209
3549 3210
-3021 -8422
-723 971
-9807 -9927
-8503 -8380
1276 3826
-3418 9790
1159 3578
-3511 -9582
-6551 -9841
-928 2924
-2992 380
208 -2033
8503 -3523
2607 5370
2074 4196
2611 3722
-1239 9019
2890 1056
6683 1163
9932 3716
-7259 -4548
-3187 -5046
396 -7138
-9385 5460
-7401 904
-5320 -9864
-2968 -802
2584 4387
-6483 -2760
-1330 7006
8882 -9759
-6477 -4751
2105 1758
7095 -379
-84 -2704
178 5678
-4942 3579
2750 -2423
-6271 4007
-7005 -5919
-5324 -7322
-9101 -2247
5565 1784
3608 -6907
1243 -3828
-2486 -71
-4945 168
-4027 1191
-3252 -1078
986 -4349
6446 -7856
-3483 1577
-84 4629
5791 -4126
-7088 5469
693 -1854
-185 -909
-3143 -3051
-3948 -9360
-1449 -9764
1226 -513
6955 -1838
-1606 -6817
6097 180
-2935 -6935
-739 -7487
-8922 2578
4140 6878
1947 -5389
-9830 -7555
3489 -25
-3851 -5250
3865 -6667
7282 -7786
-2568 -2993
6367 -1104
-5118 -1478
7641 1810
-7813 -2769
-3521 -3295
-3462 -3679
9447 1351
-354 -5792
-4241 -7724
422 189
-1514 -2334
-7972 -6545
-5140 -386
1777 -747
2503 1348
-7569 861
2455 -918
-7894 4197
5821 -1248
-3719 7296
-5545 -3979
-2876 5947
-865 8318
-8226 1376
-5002 -141
-747 2074
635 -3078
-1112 -8357
3232 -1847
-1320 -5253
-4322 9926
4801 -3550
4199 -5039
-3637 -9145
573 -4284
-6755 1561
-1726 -3527
-5647 -8450
-5713 -8819
8110 -7301
7465 8643
-7471 -2828
-7888 -19
-5619 3476
-3110 -1753
-1195 6671
32 2372
-680 -6011
5431 -6835
1293 -342
-3422 7206
-7794 6948
8166 -2829
6697 -6604
-6306 1020
4788 5529
7984 109
-1022 1969
-5985 -8383
-6316 6626
7906 -832
2097 -4072
-5610 -1882
1785 5199
9199 4486
-9290 2420
5813 8271
-3915 -2585
-6420 -9682
-2733 -8669
3444 -1613
4507 -6814
7827 -5640
-3569 -1926
271 -2848
-5307 268
-9663 9885
7604 1311
-9594 2677
-978 -2232
-5000 9413
7537 -9458
-8612 38
3289 -2645
-6819 1647
6584 3093
761 987
-1783 -9507
7482 -499
5665 -553
-7896 753
9095 5084
221 3525
-8219 -6036
-1894 -5128
-6657 -6344
-2920 -7407
4868 6080
3713 -8589
-6749 -9032
2079 -2784
7040 -1232
2933 1531
-9337 -6221
-3347 2259
-7905 -2064
1874 -5635
-3165 -2280
-1024 -4320
-4275 8455
-5192 -5929
-844 3559
7832 -4398
440 -2095
-8438 -2625
-8038 -7115
-8164 -8920
1202 797
80 508
2076 -4660
1493 -942
-1454 -2260
-5227 -9526
-1120 9097
1072 -6665
-9293 -6600
-9334 -7045
-6412 -5859
7168 2481
9396 -1685
-8991 6225
8136 -7988
8762 1455
-9258 -4957
7922 -9979
-752 -5488
-2632 -3982
-286 -6283
3290 7650
2759 -6665
-8105 -6831
-7360 -4697
-5801 -8021
-5209 -895
-1319 8661
-1247 -6348
2029 -5967
-2958 5987
-9917 -3747
5814 1420
2244 2718
-2771 1063
8864 -9348
470 -5231
-8953 5005
-8513 -8406
-6724 -5674
-3460 -8677
-6010 -2321
-5290 2588
7945 -729
-1530 -779
-6411 -9817
-5022 -6045
-4994 -5221
-9865 3262
-2804 -6513
-7912 -967
9779 2935
4790 5993
8965 -5038
9105 1001
-5433 1807
-6866 -7331
-8543 2671
-6455 2998
4218 3597
4844 -1162
-1437 -2628
-736 -8972
4723 -1199
-2396 3490
-5773 1601
-6308 1197
-9637 9771
-7637 -699
-6435 -2279
-6555 7421
-9505 8610
5022 6741
-849 1812
-1945 -6985
-1262 -6607
9882 5279
2654 -8392
2707 -6178
-8662 -5755
-7710 -9856
-6846 1339
-5377 -5396
-9922 -7775
1981 -8276
-267 -7670
-9406 -1777
8846 -870
-555 -5013
-1384 8805
-9511 -4250
-8037 -2662
4697 -1865
-8370 2209
-8092 -6776
-5526 -3263
-2628 1920
-6145 293
-439 -3266
-2394 1056
-2925 -1816
4119 -1618
432 -3259
2779 -5316
8283 2279
836 -9333
-5882 -5875
8028 2737
-9423 2119
4091 737
-7205 -9444
-8099 6060
-6568 -1207
-5420 -7864
-4093 4875
-1926 -8816
-3210 -1281
41 -9524
-1671 -6649
-7026 6290
-6409 -6928
5787 2189
-6761 1490
-6947 4893
681 7063
-2995 -4097
8479 -5824
-3861 -8305
3998 2468
-6361 -8917
-2379 -485
5826 -7
-6162 5722
2581 -5172
-1022 -5601
-8977 1891
-5166 -3057
-2651 4243
-1293 -7298
-4859 -9498
-1654 687
-5363 5891
1400 8413
1690 -7184
-1065 3162
9410 -874
1382 9877
-2811 -3740
3874 -3295
-9278 -7337
-7434 2195
-3962 6360
-2189 8588
-533 -1755
-3133 2425
542 3189
-8453 3063
-383 502
-4977 -901
1203 7226
-8949 48
-1364 -8430
-4033 -542
-595 -1544
-38 1531
-2025 -3181
-2469 556
-1956 1495
-3197 591
8915 -6612
2319 -2550
-4209 -3728
133 -617
-5358 -8225
8300 -6431
2078 7954
-7743 -6415
-9107 -4667
103 490
7233 -5250
-5729 722
8990 9611
-8359 338
9047 -6742
-342 -7648
-4698 -9521
8990 2683
5568 2
6895 -5578
8008 -3865
6742 2361
-6301 -7806
-9822 -6812
1357 -5958
-8153 -6059
6345 -2531
1913 -5620
-4290 4964
-4615 -9939
-2496 -9927
2703 -538
1069 -1898
-6471 -4846
2074 1552
-6270 9149
844 -7756
4118 3049
-3637 -5935
-1227 9552
-269 8470
-2489 -3253
4398 -4131
-2897 498
-4321 -2648
3043 -1947
1088 4522
-4166 -8437
7022 -150
-8089 -2760
-4349 -508
5477 -1420
-124 -2384
-4780 9178
-7652 4615
2179 -3202
6857 1635
-8338 -7117
-1738 8902
9770 9420
-727 9022
2686 -4159
-6083 -1112
-8108 1717
1267 3698
-9935 1749
-3068 389
6081 -4381
-870 -7997
8631 3028
-6848 4589
9172 8630
-3593 9864
-4572 2295
8490 -319
-3823 -3390
-4764 1071
-9357 -3541
-2367 6840
-6107 -2963
-9726 -7370
-1218 2993
7461 2203
9662 -1710
-9003 -7693
8423 1151
6717 -1110
-1297 -3360
-5117 -4434
-7341 -6339
-9614 8245
2765 2651
6840 9601
-8503 7209
-750 -2717
-1579 8058
581 -9825
-6729 -3213
-2001 -5713
-5021 2504
700 -7862
-7539 -9470
-9795 2118
8828 -2460
1622 -5541
-6240 4398
2935 -2902
614 481
8493 9567
9161 -1404
538 -2254
-9462 -2330
-8445 -8524
6371 -5083
-4248 6760
5433 3758
-935 2255
-7599 -9274
2759 -6966
548 393
8792 -2727
2933 6193
7103 137
-1789 -6310
-5332 3694
-2502 2627
5248 -9011
1647 -6121
931 1149
875 -9331
-4551 -4402
-5401 -4564
-8557 -9877
8154 -8269
-5566 -7139
-6033 -615
1393 816
-134 6704
308 953
8684 -1777
-7333 792
2469 48
811 3930
6090 9814
-6257 -4573
599 -8396
-2805 6474
-4842 -9494
-142 7589
7889 -2191
-9960 1447
-636 -6182
-9974 7975
-7497 -4911
-3588 66
2570 -3160
-4605 4676
-14 -1359
-8891 7651
-9917 -1813
-6610 -8915
8686 1250
1381 -5245
-4498 -1872
862 -5723
-6435 -3576
-9168 -6128
4428 885
-9111 -3354
883 -3522
-8735 -5075
-4955 1260
-4179 -9222
-7480 3855
-5227 2927
-2749 -4866
3336 -7325
-8999 6334
-690 -7263
-2410 -4026
-8929 -9644
935 2080
7282 2145
8718 -8175
-5288 3573
-5002 3037
-2838 -95
-1308 -8283
-1953 9539
9103 946
-5885 231
-4142 -9161
-7355 -9171
7199 -6606
4272 9645
-8138 -9325
3773 2072
1238 -7520
-6458 -3103
9203 -392
-3875 -6723
-8599 -9866
8382 -922
-9264 -9831
7939 -2522
8721 -8862
663 1426
-8425 -8323
-4019 -3276
-2039 -2300
6002 -1138
-4905 8448
-5984 -9316
-493 5137
-8716 3993
259 -7056
-2942 -9179
7668 -5357
-9881 677
-6959 -143
-4736 -1109
-3085 -8377
7929 -1928
-5285 -9159
2536 7615
-2241 4957
3452 -9300
-5759 -4907
2448 1829
1798 -4773
324 6224
8133 2274
5038 -7115
-3138 2170
-4916 2629
4878 1909
-2915 -3077
-6976 -600
-6895 4193
5765 -588
5407 -4233
3784 677
4790 -9296
891 -166
8085 -9379
-4810 -2266
7998 -9458
2018 -7914
424 5621
-8624 -7403
-331 -5746
2927 8108
-3932 2493
-898 -3634
2600 -7562
4318 819
4984 -7710
-7444 6339
-5368 -4192
-3186 -8522
-2761 3787
-4980 -1926
-7446 827
-2559 -8012
3642 6798
6321 9002
3946 104
8509 -2944
7708 -167
-3467 9761
4804 -9314
142 -3615
7260 8842
1620 -7839
-422 -5657
-9887 -8813
-5409 3063
-9585 -4066
-239 -9344
-1589 -4988
6251 1959
3370 8738
-4493 -3876
7584 -1993
-6899 951
-5042 4489
-8210 5441
412 7013
-8940 4855
-1528 -2907
2676 -4598
-2627 3543
-2349 -3734
-8472 5275
761 -9468
2503 -4531
7107 2729
-7549 -2108
-1608 7953
3519 -7430
-6593 9472
-495 -7506
-9617 -1560
-8591 4262
8038 -1393
-4529 -5640
-9346 1171
1514 -53
-8771 4523
-3234 -9511
-244 7887
-2530 -3368
-9334 -4261
-2717 -1478
7553 -1840
-2909 -5295
-4614 -8741
-5371 1687
-1683 -9958
2356 -7955
-4548 3388
466 -6846
-2240 1833
-4369 -3081
-8733 -3262
-8902 -4224
6320 -5686
-5993 3053
-5784 6469
9842 -278
5463 -993
947 -3740
-1370 3793
-6957 8717
-4686 1376
7117 6626
-9380 -8666
-3208 4171
9154 -1036
4693 8866
-6225 664
2212 3000
-2449 -8900
-3621 -4524
7877 943
-9639 -6211
-1728 1385
5144 1434
-4437 -439
2946 4504
-9692 -6112
-8570 2157
-3536 -4877
-5654 -5926
-8019 3837
-3389 -4682
7591 6292
-2877 -6168
6991 -3539
-2670 1461
7369 -1502
-1600 7291
-5883 4179
9914 -7683
-8559 -8405
-8133 -4064
1453 -2972
3973 -2091
1503 7981
-3184 -3431
-4633 -8117
-1598 -4615
7157 -4770
5567 -1319
-8134 -1690
3171 -6313
1245 -6523
-3762 2764
-7953 -2329
-5408 -3885
2657 -2689
-9947 -8595
-9420 -2829
-7470 -7260
-5680 3675
3377 -4210
6586 998
-5511 -8396
-256 9631
-3390 -1612
-3081 8718
-4073 8259
-1881 4609
-7284 -8521
-8604 -3700
1458 6853
830
-5407 806
4854 -151
-3840 -5728
2054 2294
-9854 -3667
471 -5771
559 428
-579 -7759
6366 -7312
-3315 2033
-4671 -7730
-7140 2261
-1018 -7792
2506 -7838
1979 -3122
-2113 -8103
4469 -3462
7540 783
-2734 -7205
3509 8633
-7683 -5443
2053 -3866
2258 8135
7843 -7407
6466 -8307
8140 -7049
2937 1094
-7488 -4826
-449 -3903
-8183 -7305
-8708 -6508
-2470 -9763
-4704 -9387
2389 -8290
-4191 -4372
1744 -1214
-1818 8840
-3880 -1431
-3708 -2607
4214 4962
-3193 2527
-1295 3194
-2989 4713
-3307 8913
-3797 9664
7762 -1005
-3054 4381
-8952 -91
-3376 -8232
-2046 -7489
-8873 -5765
-1760 4633
5127 -8138
-6183 -2423
142 -7660
-1600 5100
-8524 -3442
935 -6846
-4169 6430
-6463 -8705
7922 5623
-1971 -7073
6211 211
-3120 1754
-6707 2253
-9215 -8679
443 -3472
555 1000
-730 -5329
-625 -2548
3640 4631
8040 -1066
-1166 -2014
-8461 4248
2796 -1235
-2738 312
731 -4948
-5536 -6013
4248 2557
-9830 -444
-2818 -4550
3293 -2699
-6668 -5901
2331 9044
1004 -9925
5026 9050
1738 4066
9623 9801
-9559 3843
9695 -6620
-6341 -2082
2628 -8637
-8912 -3671
-1387 -1146
8569 -5021
-2321 -9334
-2163 -2423
-6885 -6598
-8277 -6708
-552 -7128
1153 323
-5605 5948
-5492 -4803
7411 -7092
-2335 3993
-6798 -3219
-5172 7610
-2295 -2744
8023 -1035
1715 -9231
1805 -9747
-522 -6316
-8160 2145
9285 -9167
968 -3100
6633 -6006
-9652 3885
8032 8281
-90 6256
-1018 872
2306 -6099
7860 635
-473 2471
-1657 -2863
-1767 -232
-829 -6005
-1058 -2397
-2121 8011
4512 1034
-9470 -5407
-6766 4161
-8074 258
-4809 -4094
-3812 4443
2719 227
-4776 -3516
435 9093
-1906 3224
-1133 -6418
-7995 -1373
2686 1146
-9460 6589
-7150 8237
-422 8759
2677 -1044
-1958 -7597
5811 -3700
-8857 -4775
-8984 -8405
-1196 -3385
-1632 -8994
335 1641
-8675 -9302
-1977 -1687
-5382 -7688
8396 8457
-8914 -1661
-2154 2094
1522 -2957
6280 2911
-3642 -6545
-1130 -3153
-6127 -9010
-6587 -5673
1896 -6546
-5550 2472
-5359 7241
-6475 -4354
6824 -1787
-1305 7929
2594 -4597
-3933 -2007
-5360 -7813
41 -4921
2534 8125
-7000 -5140
2621 -5093
-4707 -2308
-2283 -4883
-6057 -9597
639 7893
-3075 -989
9978 -5972
-7150 748
-3556 -7108
-6377 654
2036 -5647
-8654 1547
6061 -9174
238 -6096
-3114 7571
-4701 6405
1728 -7944
-6249 -8733
9991 -7981
-4283 8166
7093 -4154
-8579 -6813
-3133 -7088
2444 -1701
-8799 -103
-5058 -6672
-8232 -2896
-3359 -232
1262 6296
-8756 720
-375 -2082
7584 -8781
984 8174
3149 459
-4305 7014
-4968 2503
-8463 3851
-1637 -3186
-8781 -5349
-4083 -5710
1918 -8317
-2748 -3416
1269 -6414
2137 -3752
-9576 -7603
-9973 -6832
1993 -1852
-729 382
-9107 -2331
-8986 -9123
-9516 9104
1495 -7057
-8707 -3189
-3202 -1108
1299 -8010
-1507 4890
-8451 -926
-686 3774
-5931 -9827
-3135 -782
5238 6833
3252 9911
-3492 -3537
-6912 -4851
-3769 2245
106 1920
2368 9271
5258 -3579
-353 -5843
8238 -5018
7723 -5878
8706 -9094
1156 189
2351 345
-2882 -3077
-7903 1550
591 1836
-5490 3406
4651 -4187
-2156 -4120
-2259 -5257
4578 1245
-8295 -5051
9785 -5486
-1376 -773
-1644 7204
-3773 -6083
102 -9445
9468 4286
-1021 1698
2489 -8589
3490 758
-1590 775
-2911 7132
1950 -2704
-9878 -6888
-2328 2529
8277 -4164
3976 -4447
-915 670
-8249 2652
9751 397
-9565 -999
5072 6693
-3284 7916
-8489 -4672
1838 2125
8939 -2704
-8944 1544
2902 2826
-5412 -3242
-7414 2021
-223 4108
-8021 2628
2549 -3053
3245 -8720
4062 -4872
-5281 426
-909 677
3785 -5953
-2594 -6769
-8046 -1316
4709 6769
-7579 -2044
3465 5945
-8140 6016
8335 6497
-4323 -4810
-8995 -1951
-6612 -2114
3143 8675
130 7377
-3445 -1513
-4747 -7518
-2246 5000
2488 -9711
2008 -4785
-9060 1310
-7003 -2201
-1546 -293
-1763 -9696
2499 485
-387 792
8682 2612
5351 2983
7137 6129
6600 -4967
-6317 1864
-1032 1857
-8032 -8290
-7359 1708
2437 -2268
2499 1684
-131 2701
-744 -1417
-2360 9692
5012 2087
-4180 3810
-8337 4835
-4103 615
-7226 8677
-2447 134
-1122 9533
-4376 -7714
8075 -7266
712 5349
624 -3016
-3496 -2208
-5945 -1178
-9538 8913
-9916 -5527
1122 -5840
9397 -3947
9750 1822
3917 -8663
-5069 -5994
-2495 -7803
357 -764
-1710 -3401
-9015 -8102
-8916 -8553
8725 -9408
-145 -1004
5338 -5172
4428 7342
742 -205
-4494 37
-4947 -3233
-1495 -207
-6391 -5854
9854 3924
2239 -535
-5791 -3794
6499 5492
1036 8175
3647 -6939
-4987 5618
5712 -3273
-8091 -2104
-9870 -2159
-966 -910
-3714 -2085
-9334 -6477
2736 -8656
-4584 -7963
-8051 -4107
844 971
9285 -7223
4590 -3800
-1675 285
-4332 7118
-271 6
4541 -5992
5536 -9775
-9284 1980
5384 470
-9672 -1253
-3796 -2064
-2477 700
-8589 -3636
-9750 6040
-6517 1504
6141 -8234
845 -7330
-912 506
-4893 -6744
-4143 -1734
4199 -7322
4155 2674
-1010 -4809
858 -168
-1083 996
-6033 -1710
-1766 -8293
1462 -1754
-1761 9402
9095 -6574
-1686 906
-5414 350
7776 -4721
-3121 -4178
5812 2301
-6836 -4324
2570 -2643
-5688 -3962
6561 144
8200 -1820
-8144 643
-7353 8061
9808 -4061
7452 -710
2618 -9021
-5993 -8581
-5453 -7716
5675 -23
8709 8613
-1358 3371
-3664 6339
-8499 2621
8129 -3966
-8564 -8642
-7103 -1531
-5202 -1496
-6895 -5798
5032 -8762
2516 -9935
5579 4481
-8273 -977
1313 -8229
-3860 382
-1512 -5184
-4411 5319
8259 -4487
2271 -9149
-5636 -6717
-6988 -2962
-8241 -6816
-426 -6499
-4941 -1267
-2351 -2286
-1478 -3405
-9584 -5459
-8948 5377
9891 -9435
3310 -9862
5055 -9033
-2776 3787
6439 8222
-3352 -2559
-2166 -3196
1441 9368
2668 -1128
9176 9974
-9367 -4863
-4255 -6759
1015 8018
9252 -7026
-1044 -9154
-3034 -4476
-1856 5581
-666 2240
1876 5296
-8795 -4973
-5709 -7982
3465 1641
-7529 6191
-6300 -3741
-7984 -9783
4624 -8057
1505 7064
1502 -8843
-725 -2334
7632 2046
-3954 -211
-3997 -7855
1901 3152
-847 -1674
9649 -8816
405 350
-8975 -5654
4336 -1030
-207 -5205
-4468 1323
5896 -1144
7776 -6790
4550 -4308
3795 5290
7350 3852
36 -1685
-6240 -639
-1271 -16
-3950 -7466
6806 -1918
-4416 -8064
-8383 790
9066 -818
-3612 -6884
